Freq.	I(R9)
3.09029543251356e+04	(-6.09524792233412e+01dB,-1.58823674877744e+02°)
3.16227766016835e+04	(-6.13072269836936e+01dB,-1.59338200827992e+02°)
3.23593656929625e+04	(-6.16599404161799e+01dB,-1.59838950226564e+02°)
3.31131121482588e+04	(-6.20105424920281e+01dB,-1.60326349358383e+02°)
3.38844156139199e+04	(-6.23589558849316e+01dB,-1.60800807121323e+02°)
3.46736850452528e+04	(-6.27051029020710e+01dB,-1.61262715756075e+02°)
3.54813389233572e+04	(-6.30489054355642e+01dB,-1.61712451554356e+02°)
3.63078054770098e+04	(-6.33902849335880e+01dB,-1.62150375544318e+02°)
3.71535229097169e+04	(-6.37291623904817e+01dB,-1.62576834152446e+02°)
3.80189396320557e+04	(-6.40654583551857e+01dB,-1.62992159841561e+02°)
3.89045144994277e+04	(-6.43990929574238e+01dB,-1.63396671724941e+02°)
3.98107170553493e+04	(-6.47299859510381e+01dB,-1.63790676156654e+02°)
4.07380277804108e+04	(-6.50580567739304e+01dB,-1.64174467298558e+02°)
4.16869383470331e+04	(-6.53832246240334e+01dB,-1.64548327664426e+02°)
4.26579518801588e+04	(-6.57054085507521e+01dB,-1.64912528641885e+02°)
4.36515832240161e+04	(-6.60245275612766e+01dB,-1.65267330992845e+02°)
4.46683592150958e+04	(-6.63405007411408e+01dB,-1.65612985333228e+02°)
4.57088189614870e+04	(-6.66532473883578e+01dB,-1.65949732592780e+02°)
4.67735141287193e+04	(-6.69626871604147e+01dB,-1.66277804455817e+02°)
4.78630092322633e+04	(-6.72687402333396e+01dB,-1.66597423783701e+02°)
4.89778819368441e+04	(-6.75713274719970e+01dB,-1.66908805019895e+02°)
5.01187233627267e+04	(-6.78703706106841e+01dB,-1.67212154578336e+02°)
5.12861383991359e+04	(-6.81657924430335e+01dB,-1.67507671215924e+02°)
5.24807460249767e+04	(-6.84575170201370e+01dB,-1.67795546389799e+02°)
5.37031796370247e+04	(-6.87454698557299e+01dB,-1.68075964600085e+02°)
5.49540873857619e+04	(-6.90295781371917e+01dB,-1.68349103718705e+02°)
5.62341325190343e+04	(-6.93097709410400e+01dB,-1.68615135304826e+02°)
5.75439937337151e+04	(-6.95859794515272e+01dB,-1.68874224907419e+02°)
5.88843655355583e+04	(-6.98581371808663e+01dB,-1.69126532355384e+02°)
6.02559586074351e+04	(-7.01261801895744e+01dB,-1.69372212035637e+02°)
6.16595001861475e+04	(-7.03900473053546e+01dB,-1.69611413159451e+02°)
6.30957344480186e+04	(-7.06496803389131e+01dB,-1.69844280017394e+02°)
6.45654229034648e+04	(-7.09050242950780e+01dB,-1.70070952223029e+02°)
6.60693448007589e+04	(-7.11560275775855e+01dB,-1.70291564945634e+02°)
6.76082975391974e+04	(-7.14026421858996e+01dB,-1.70506249132048e+02°)
6.91830970918929e+04	(-7.16448239024680e+01dB,-1.70715131717805e+02°)
7.07945784384130e+04	(-7.18825324688519e+01dB,-1.70918335827635e+02°)
7.24435960074982e+04	(-7.21157317492381e+01dB,-1.71115980965443e+02°)
7.41310241300909e+04	(-7.23443898799191e+01dB,-1.71308183193819e+02°)
7.58577575029175e+04	(-7.25684794034281e+01dB,-1.71495055303174e+02°)
7.76247116628683e+04	(-7.27879773861325e+01dB,-1.71676706970566e+02°)
7.94328234724272e+04	(-7.30028655182224e+01dB,-1.71853244908330e+02°)
8.12830516164090e+04	(-7.32131301951794e+01dB,-1.72024773002592e+02°)
8.31763771102661e+04	(-7.34187625799686e+01dB,-1.72191392441817e+02°)
8.51138038202367e+04	(-7.36197586453713e+01dB,-1.72353201835547e+02°)
8.70963589956071e+04	(-7.38161191960512e+01dB,-1.72510297323513e+02°)
8.91250938133735e+04	(-7.40078498701352e+01dB,-1.72662772675362e+02°)
9.12010839355899e+04	(-7.41949611202733e+01dB,-1.72810719381220e+02°)
9.33254300796980e+04	(-7.43774681743338e+01dB,-1.72954226733461e+02°)
9.54992586021425e+04	(-7.45553909760707e+01dB,-1.73093381899933e+02°)
9.77237220955799e+04	(-7.47287541062810e+01dB,-1.73228269989077e+02°)
9.99999999999988e+04	(-7.48975866851408e+01dB,-1.73358974107321e+02°)
1.02329299228074e+05	(-7.50619222565666e+01dB,-1.73485575409173e+02°)
1.04712854805089e+05	(-7.52217986555979e+01dB,-1.73608153140513e+02°)
1.07151930523759e+05	(-7.53772578599281e+01dB,-1.73726784675520e+02°)
1.09647819614317e+05	(-7.55283458268257e+01dB,-1.73841545547789e+02°)
1.12201845430195e+05	(-7.56751123167861e+01dB,-1.73952509476130e+02°)
1.14815362149687e+05	(-7.58176107053354e+01dB,-1.74059748385556e+02°)
1.17489755493952e+05	(-7.59558977844645e+01dB,-1.74163332424030e+02°)
1.20226443461740e+05	(-7.60900335552156e+01dB,-1.74263329975449e+02°)
1.23026877081237e+05	(-7.62200810129629e+01dB,-1.74359807669406e+02°)
1.25892541179415e+05	(-7.63461059269360e+01dB,-1.74452830388193e+02°)
1.28824955169312e+05	(-7.64681766155144e+01dB,-1.74542461271563e+02°)
1.31825673855639e+05	(-7.65863637187987e+01dB,-1.74628761719671e+02°)
1.34896288259164e+05	(-7.67007399699107e+01dB,-1.74711791394636e+02°)
1.38038426460287e+05	(-7.68113799664209e+01dB,-1.74791608221104e+02°)
1.41253754462274e+05	(-7.69183599432253e+01dB,-1.74868268386193e+02°)
1.44543977074591e+05	(-7.70217575481185e+01dB,-1.74941826339138e+02°)
1.47910838816819e+05	(-7.71216516212121e+01dB,-1.75012334790916e+02°)
1.51356124843619e+05	(-7.72181219792584e+01dB,-1.75079844714143e+02°)
1.54881661891246e+05	(-7.73112492058327e+01dB,-1.75144405343410e+02°)
1.58489319246109e+05	(-7.74011144482257e+01dB,-1.75206064176293e+02°)
1.62181009735891e+05	(-7.74877992217917e+01dB,-1.75264866975161e+02°)
1.65958690743754e+05	(-7.75713852223918e+01dB,-1.75320857769902e+02°)
1.69824365246172e+05	(-7.76519541474665e+01dB,-1.75374078861662e+02°)
1.73780082874935e+05	(-7.77295875261726e+01dB,-1.75424570827649e+02°)
1.77827941003890e+05	(-7.78043665589190e+01dB,-1.75472372527035e+02°)
1.81970085860996e+05	(-7.78763719665430e+01dB,-1.75517521107974e+02°)
1.86208713666284e+05	(-7.79456838492836e+01dB,-1.75560052015698e+02°)
1.90546071796322e+05	(-7.80123815556213e+01dB,-1.75599999001698e+02°)
1.94984459975802e+05	(-7.80765435609818e+01dB,-1.75637394133898e+02°)
1.99526231496885e+05	(-7.81382473562326e+01dB,-1.75672267807807e+02°)
2.04173794466950e+05	(-7.81975693458340e+01dB,-1.75704648758532e+02°)
2.08929613085401e+05	(-7.82545847554579e+01dB,-1.75734564073603e+02°)
2.13796208950220e+05	(-7.83093675488325e+01dB,-1.75762039206516e+02°)
2.18776162394952e+05	(-7.83619903535335e+01dB,-1.75787097990887e+02°)
2.23872113856831e+05	(-7.84125243954048e+01dB,-1.75809762655142e+02°)
2.29086765276774e+05	(-7.84610394412624e+01dB,-1.75830053837627e+02°)
2.34422881531989e+05	(-7.85076037495108e+01dB,-1.75847990602065e+02°)
2.39883291901946e+05	(-7.85522840282874e+01dB,-1.75863590453238e+02°)
2.45470891568500e+05	(-7.85951454007276e+01dB,-1.75876869352832e+02°)
2.51188643150955e+05	(-7.86362513769460e+01dB,-1.75887841735329e+02°)
2.57039578276883e+05	(-7.86756638323167e+01dB,-1.75896520523878e+02°)
2.63026799189535e+05	(-7.87134429916364e+01dB,-1.75902917146065e+02°)
2.69153480392688e+05	(-7.87496474187597e+01dB,-1.75907041549499e+02°)
2.75422870333813e+05	(-7.87843340112968e+01dB,-1.75908902217159e+02°)
2.81838293126442e+05	(-7.88175579999759e+01dB,-1.75908506182418e+02°)
2.88403150312657e+05	(-7.88493729522784e+01dB,-1.75905859043724e+02°)
2.95120922666635e+05	(-7.88798307799716e+01dB,-1.75900964978841e+02°)
3.01995172040197e+05	(-7.89089817501740e+01dB,-1.75893826758649e+02°)
3.09029543251355e+05	(-7.89368744996010e+01dB,-1.75884445760439e+02°)
3.16227766016834e+05	(-7.89635560516587e+01dB,-1.75872821980677e+02°)
3.23593656929624e+05	(-7.89890718360687e+01dB,-1.75858954047221e+02°)
3.31131121482586e+05	(-7.90134657107157e+01dB,-1.75842839230948e+02°)
3.38844156139198e+05	(-7.90367799854403e+01dB,-1.75824473456806e+02°)
3.46736850452527e+05	(-7.90590554475024e+01dB,-1.75803851314254e+02°)
3.54813389233570e+05	(-7.90803313884658e+01dB,-1.75780966067098e+02°)
3.63078054770096e+05	(-7.91006456322679e+01dB,-1.75755809662725e+02°)
3.71535229097167e+05	(-7.91200345642532e+01dB,-1.75728372740730e+02°)
3.80189396320556e+05	(-7.91385331609708e+01dB,-1.75698644640957e+02°)
3.89045144994275e+05	(-7.91561750205418e+01dB,-1.75666613410951e+02°)
3.98107170553492e+05	(-7.91729923934264e+01dB,-1.75632265812859e+02°)
4.07380277804107e+05	(-7.91890162134277e+01dB,-1.75595587329776e+02°)
4.16869383470329e+05	(-7.92042761287889e+01dB,-1.75556562171589e+02°)
4.26579518801586e+05	(-7.92188005332441e+01dB,-1.75515173280318e+02°)
4.36515832240160e+05	(-7.92326165969067e+01dB,-1.75471402335005e+02°)
4.46683592150957e+05	(-7.92457502968798e+01dB,-1.75425229756187e+02°)
4.57088189614868e+05	(-7.92582264474903e+01dB,-1.75376634709972e+02°)
4.67735141287191e+05	(-7.92700687300568e+01dB,-1.75325595111786e+02°)
4.78630092322631e+05	(-7.92812997221098e+01dB,-1.75272087629810e+02°)
4.89778819368439e+05	(-7.92919409259907e+01dB,-1.75216087688181e+02°)
5.01187233627265e+05	(-7.93020127967682e+01dB,-1.75157569469991e+02°)
5.12861383991357e+05	(-7.93115347694124e+01dB,-1.75096505920135e+02°)
5.24807460249765e+05	(-7.93205252851788e+01dB,-1.75032868748090e+02°)
5.37031796370245e+05	(-7.93290018171581e+01dB,-1.74966628430668e+02°)
5.49540873857616e+05	(-7.93369808949527e+01dB,-1.74897754214810e+02°)
5.62341325190341e+05	(-7.93444781284496e+01dB,-1.74826214120501e+02°)
5.75439937337148e+05	(-7.93515082306616e+01dB,-1.74751974943873e+02°)
5.88843655355580e+05	(-7.93580850396120e+01dB,-1.74675002260572e+02°)
6.02559586074349e+05	(-7.93642215392463e+01dB,-1.74595260429484e+02°)
6.16595001861473e+05	(-7.93699298793537e+01dB,-1.74512712596887e+02°)
6.30957344480184e+05	(-7.93752213944878e+01dB,-1.74427320701147e+02°)
6.45654229034646e+05	(-7.93801066218746e+01dB,-1.74339045478030e+02°)
6.60693448007586e+05	(-7.93845953183062e+01dB,-1.74247846466752e+02°)
6.76082975391971e+05	(-7.93886964760114e+01dB,-1.74153682016867e+02°)
6.91830970918926e+05	(-7.93924183375049e+01dB,-1.74056509296109e+02°)
7.07945784384127e+05	(-7.93957684094138e+01dB,-1.73956284299313e+02°)
7.24435960074979e+05	(-7.93987534752848e+01dB,-1.73852961858530e+02°)
7.41310241300906e+05	(-7.94013796073746e+01dB,-1.73746495654497e+02°)
7.58577575029172e+05	(-7.94036521774313e+01dB,-1.73636838229568e+02°)
7.76247116628680e+05	(-7.94055758664700e+01dB,-1.73523941002292e+02°)
7.94328234724269e+05	(-7.94071546735547e+01dB,-1.73407754283771e+02°)
8.12830516164087e+05	(-7.94083919235947e+01dB,-1.73288227295973e+02°)
8.31763771102658e+05	(-7.94092902741643e+01dB,-1.73165308192175e+02°)
8.51138038202363e+05	(-7.94098517213617e+01dB,-1.73038944079722e+02°)
8.70963589956067e+05	(-7.94100776047158e+01dB,-1.72909081045290e+02°)
8.91250938133732e+05	(-7.94099686111601e+01dB,-1.72775664182859e+02°)
9.12010839355895e+05	(-7.94095247780857e+01dB,-1.72638637624613e+02°)
9.33254300796976e+05	(-7.94087454954916e+01dB,-1.72497944574977e+02°)
9.54992586021421e+05	(-7.94076295072522e+01dB,-1.72353527348044e+02°)
9.77237220955795e+05	(-7.94061749115201e+01dB,-1.72205327408623e+02°)
9.99999999999984e+05	(-7.94043791602853e+01dB,-1.72053285417161e+02°)
1.02329299228074e+06	(-7.94022390581180e+01dB,-1.71897341278819e+02°)
1.04712854805088e+06	(-7.93997507601152e+01dB,-1.71737434196966e+02°)
1.07151930523759e+06	(-7.93969097690816e+01dB,-1.71573502731382e+02°)
1.09647819614317e+06	(-7.93937109319733e+01dB,-1.71405484861475e+02°)
1.12201845430195e+06	(-7.93901484356377e+01dB,-1.71233318054812e+02°)
1.14815362149686e+06	(-7.93862158018821e+01dB,-1.71056939341295e+02°)
1.17489755493951e+06	(-7.93819058819095e+01dB,-1.70876285393293e+02°)
1.20226443461739e+06	(-7.93772108501652e+01dB,-1.70691292612092e+02°)
1.23026877081236e+06	(-7.93721221976353e+01dB,-1.70501897220987e+02°)
1.25892541179415e+06	(-7.93666307246440e+01dB,-1.70308035365396e+02°)
1.28824955169311e+06	(-7.93607265332097e+01dB,-1.70109643220324e+02°)
1.31825673855639e+06	(-7.93543990190056e+01dB,-1.69906657105574e+02°)
1.34896288259163e+06	(-7.93476368629961e+01dB,-1.69699013609058e+02°)
1.38038426460286e+06	(-7.93404280228089e+01dB,-1.69486649718582e+02°)
1.41253754462273e+06	(-7.93327597239180e+01dB,-1.69269502962478e+02°)
1.44543977074590e+06	(-7.93246184507135e+01dB,-1.69047511559453e+02°)
1.47910838816818e+06	(-7.93159899375429e+01dB,-1.68820614578006e+02°)
1.51356124843618e+06	(-7.93068591598131e+01dB,-1.68588752105794e+02°)
1.54881661891246e+06	(-7.92972103252509e+01dB,-1.68351865429252e+02°)
1.58489319246109e+06	(-7.92870268654239e+01dB,-1.68109897223832e+02°)
1.62181009735890e+06	(-7.92762914276350e+01dB,-1.67862791755148e+02°)
1.65958690743753e+06	(-7.92649858673084e+01dB,-1.67610495091310e+02°)
1.69824365246172e+06	(-7.92530912409916e+01dB,-1.67352955326719e+02°)
1.73780082874935e+06	(-7.92405878001115e+01dB,-1.67090122817511e+02°)
1.77827941003889e+06	(-7.92274549856231e+01dB,-1.66821950428881e+02°)
1.81970085860995e+06	(-7.92136714237031e+01dB,-1.66548393794364e+02°)
1.86208713666284e+06	(-7.91992149226491e+01dB,-1.66269411587188e+02°)
1.90546071796322e+06	(-7.91840624711453e+01dB,-1.65984965803718e+02°)
1.94984459975801e+06	(-7.91681902380742e+01dB,-1.65695022058931e+02°)
1.99526231496885e+06	(-7.91515735740546e+01dB,-1.65399549893803e+02°)
2.04173794466950e+06	(-7.91341870148927e+01dB,-1.65098523094406e+02°)
2.08929613085400e+06	(-7.91160042871440e+01dB,-1.64791920022408e+02°)
2.13796208950220e+06	(-7.90969983159855e+01dB,-1.64479723956594e+02°)
2.18776162394952e+06	(-7.90771412356039e+01dB,-1.64161923444874e+02°)
2.23872113856830e+06	(-7.90564044023086e+01dB,-1.63838512666169e+02°)
2.29086765276773e+06	(-7.90347584105847e+01dB,-1.63509491801427e+02°)
2.34422881531988e+06	(-7.90121731122929e+01dB,-1.63174867412869e+02°)
2.39883291901945e+06	(-7.89886176392343e+01dB,-1.62834652830439e+02°)
2.45470891568499e+06	(-7.89640604292867e+01dB,-1.62488868544293e+02°)
2.51188643150954e+06	(-7.89384692563198e+01dB,-1.62137542601980e+02°)
2.57039578276882e+06	(-7.89118112640835e+01dB,-1.61780711008828e+02°)
2.63026799189534e+06	(-7.88840530042661e+01dB,-1.61418418129875e+02°)
2.69153480392687e+06	(-7.88551604788906e+01dB,-1.61050717091519e+02°)
2.75422870333812e+06	(-7.88250991872171e+01dB,-1.60677670180897e+02°)
2.81838293126441e+06	(-7.87938341772957e+01dB,-1.60299349240831e+02°)
2.88403150312656e+06	(-7.87613301022885e+01dB,-1.59915836058001e+02°)
2.95120922666634e+06	(-7.87275512816630e+01dB,-1.59527222741888e+02°)
3.01995172040196e+06	(-7.86924617673271e+01dB,-1.59133612091838e+02°)
3.09029543251354e+06	(-7.86560254147438e+01dB,-1.58735117949471e+02°)
3.16227766016832e+06	(-7.86182059590307e+01dB,-1.58331865533544e+02°)
3.23593656929623e+06	(-7.85789670960125e+01dB,-1.57923991754278e+02°)
3.31131121482585e+06	(-7.85382725681489e+01dB,-1.57511645504031e+02°)
3.38844156139197e+06	(-7.84960862552220e+01dB,-1.57094987921184e+02°)
3.46736850452526e+06	(-7.84523722696172e+01dB,-1.56674192624056e+02°)
3.54813389233569e+06	(-7.84070950559786e+01dB,-1.56249445911643e+02°)
3.63078054770095e+06	(-7.83602194949821e+01dB,-1.55820946928041e+02°)
3.71535229097166e+06	(-7.83117110108994e+01dB,-1.55388907787419e+02°)
3.80189396320555e+06	(-7.82615356825853e+01dB,-1.54953553656622e+02°)
3.89045144994274e+06	(-7.82096603574669e+01dB,-1.54515122792465e+02°)
3.98107170553490e+06	(-7.81560527680534e+01dB,-1.54073866531175e+02°)
4.07380277804105e+06	(-7.81006816504429e+01dB,-1.53630049227453e+02°)
4.16869383470328e+06	(-7.80435168642521e+01dB,-1.53183948141091e+02°)
4.26579518801585e+06	(-7.79845295133440e+01dB,-1.52735853269269e+02°)
4.36515832240158e+06	(-7.79236920666971e+01dB,-1.52286067123107e+02°)
4.46683592150955e+06	(-7.78609784787192e+01dB,-1.51834904447336e+02°)
4.57088189614867e+06	(-7.77963643082782e+01dB,-1.51382691882560e+02°)
4.67735141287190e+06	(-7.77298268357042e+01dB,-1.50929767569837e+02°)
4.78630092322630e+06	(-7.76613451769974e+01dB,-1.50476480697994e+02°)
4.89778819368437e+06	(-7.75909003944762e+01dB,-1.50023190994458e+02°)
5.01187233627263e+06	(-7.75184756030942e+01dB,-1.49570268161027e+02°)
5.12861383991356e+06	(-7.74440560716772e+01dB,-1.49118091256420e+02°)
5.24807460249763e+06	(-7.73676293183401e+01dB,-1.48667048028124e+02°)
5.37031796370243e+06	(-7.72891851993898e+01dB,-1.48217534196407e+02°)
5.49540873857615e+06	(-7.72087159910496e+01dB,-1.47769952694051e+02°)
5.62341325190339e+06	(-7.71262164633940e+01dB,-1.47324712865643e+02°)
5.75439937337146e+06	(-7.70416839459516e+01dB,-1.46882229630884e+02°)
5.88843655355578e+06	(-7.69551183844842e+01dB,-1.46442922616617e+02°)
6.02559586074347e+06	(-7.68665223885451e+01dB,-1.46007215262718e+02°)
6.16595001861471e+06	(-7.67759012694868e+01dB,-1.45575533907267e+02°)
6.30957344480182e+06	(-7.66832630686838e+01dB,-1.45148306856492e+02°)
6.45654229034644e+06	(-7.65886185758247e+01dB,-1.44725963445424e+02°)
6.60693448007584e+06	(-7.64919813372197e+01dB,-1.44308933094897e+02°)
6.76082975391969e+06	(-7.63933676541713e+01dB,-1.43897644370903e+02°)
6.91830970918924e+06	(-7.62927965715424e+01dB,-1.43492524051879e+02°)
7.07945784384125e+06	(-7.61902898567521e+01dB,-1.43093996209695e+02°)
7.24435960074977e+06	(-7.60858719695212e+01dB,-1.42702481309567e+02°)
7.41310241300904e+06	(-7.59795700227674e+01dB,-1.42318395334075e+02°)
7.58577575029170e+06	(-7.58714137351347e+01dB,-1.41942148935912e+02°)
7.76247116628677e+06	(-7.57614353757030e+01dB,-1.41574146623778e+02°)
7.94328234724267e+06	(-7.56496697014961e+01dB,-1.41214785985075e+02°)
8.12830516164084e+06	(-7.55361538884480e+01dB,-1.40864456948901e+02°)
8.31763771102655e+06	(-7.54209274565349e+01dB,-1.40523541091961e+02°)
8.51138038202361e+06	(-7.53040321898079e+01dB,-1.40192410989636e+02°)
8.70963589956064e+06	(-7.51855120520865e+01dB,-1.39871429613855e+02°)
8.91250938133729e+06	(-7.50654130990699e+01dB,-1.39560949778720e+02°)
9.12010839355893e+06	(-7.49437833876349e+01dB,-1.39261313634308e+02°)
9.33254300796974e+06	(-7.48206728830636e+01dB,-1.38972852208576e+02°)
9.54992586021418e+06	(-7.46961333649248e+01dB,-1.38695884996581e+02°)
9.77237220955792e+06	(-7.45702183323009e+01dB,-1.38430719595840e+02°)
1.00000000000000e+07	(-7.44429829090060e+01dB,-1.38177651386140e+02°)
